Node number: 1, ['303', 1, 1523475607.958, datetime.datetime(2018, 4, 12, 1, 10, 7, 958000)]
Node number: 1, ['303', 0, 1523475608.055, datetime.datetime(2018, 4, 12, 1, 10, 8, 55000)]
Node number: 1, ['303', 1, 1523475608.134, datetime.datetime(2018, 4, 12, 1, 10, 8, 134000)]
Node number: 1, ['303', 0, 1523475608.23, datetime.datetime(2018, 4, 12, 1, 10, 8, 230000)]
Node number: 1, ['303', 1, 1523475608.31, datetime.datetime(2018, 4, 12, 1, 10, 8, 310000)]
Node number: 1, ['303', 0, 1523475608.406, datetime.datetime(2018, 4, 12, 1, 10, 8, 406000)]
Node number: 1, ['303', 1, 1523475608.501, datetime.datetime(2018, 4, 12, 1, 10, 8, 501000)]
Node number: 1, ['303', 0, 1523475608.582, datetime.datetime(2018, 4, 12, 1, 10, 8, 582000)]
Node number: 1, ['303', 1, 1523475608.677, datetime.datetime(2018, 4, 12, 1, 10, 8, 677000)]
Node number: 1, ['303', 1, 1523480611.113, datetime.datetime(2018, 4, 12, 2, 33, 31, 113000)]
Node number: 1, ['303', 0, 1523480721.168, datetime.datetime(2018, 4, 12, 2, 35, 21, 168000)]
Node number: 1, ['303', 1, 1523480758.344, datetime.datetime(2018, 4, 12, 2, 35, 58, 344000)]
Node number: 1, ['303', 0, 1523480771.83, datetime.datetime(2018, 4, 12, 2, 36, 11, 830000)]
Node number: 1, ['303', 1, 1523480786.018, datetime.datetime(2018, 4, 12, 2, 36, 26, 18000)]
Node number: 1, ['303', 0, 1523480791.825, datetime.datetime(2018, 4, 12, 2, 36, 31, 825000)]
Room: 303, Node number: 1, [1, '303', 1, 1523481072.779, datetime.datetime(2018, 4, 12, 2, 41, 12, 779000)]
Room: 303, Node number: 1, [1, '303', 0, 1523481075.706, datetime.datetime(2018, 4, 12, 2, 41, 15, 706000)]
Room: 303, Node number: 1, [1, '303', 1, 1523481077.914, datetime.datetime(2018, 4, 12, 2, 41, 17, 914000)]
Room: 303, Node number: 1, [1, '303', 0, 1523481491.194, datetime.datetime(2018, 4, 12, 2, 48, 11, 194000)]
